Delay_Hours,Month,System Voltage,Consumer_Effected,System_Load (kW),Failure_Code,Location
0.02,June,33kV,10976,155300,A1,Location 2
0.02,June,33kV,10976,155300,A1,Location 2
0.02,June,33kV,10976,155300,A1,Location 2
0.02,June,33kV,10976,155300,A1,Location 2
0.02,June,33kV,10976,155300,A1,Location 2
0.02,June,33kV,10976,155300,A1,Location 2
0.03,June,33kV,10976,103533,A1,Location 2
0.02,June,33kV,10976,155300,A1,Location 2
0.02,June,33kV,10976,155300,A1,Location 2
0.02,June,33kV,10976,155300,A1,Location 2
0.02,June,33kV,10976,155300,A1,Location 2
0.02,June,33kV,10976,155300,A1,Location 2
0.02,June,33kV,10976,155300,A1,Location 2
0.33,July,11kV,2298,2321,C1,Location 4
0.37,July,11kV,902,657,C1,Location 4
23.98,July,11kV,0,0,C1,Location 1
0.35,July,33kV,11480,11114,A1,Location 2
0.4,July,33kV,11480,9725,A1,Location 2
0.08,July,33kV,14116,54475,A1,Location 3
1.08,July,LV,281,74,D2,Location 7
1.33,July,LV,54,3,D2,Location 5
1.33,July,LV,64,5,D2,Location 3
0.58,July,LV,296,69,D2,Location 1
0.02,July,11kV,1386,103700,C1,Location 2
0.37,July,11kV,5047,2778,C1,Location 2
0.1,July,33kV,21944,64530,A1,Location 7
0.22,July,33kV,11480,17682,A1,Location 2
0.25,July,11kV,1,36,C1,Location 7
0.62,July,11kV,7887,1831,C1,Location 3
0.62,July,11kV,3690,2844,B1,Location 3
0.62,July,11kV,2,1852,B1,Location 3
0.62,July,11kV,7330,2173,B1,Location 3
4.5,July,LV,317,14,D2,Location 6
0.75,July,LV,3,68,D1,Location 2
0.33,July,LV,286,142,D1,Location 1
0.08,July,33kV,21944,80663,A1,Location 7
0.67,July,11kV,8430,2794,C1,Location 3
0.37,July,11kV,8430,5059,C1,Location 3
0.3,July,11kV,1436,1067,C1,Location 3
0.13,July,11kV,638,1092,C1,Location 3
0.75,July,11kV,3466,699,C1,Location 3
0.42,July,LV,1,286,D1,Location 6
0.13,July,11kV,379,338,C1,Location 3
0.13,July,11kV,1141,962,C1,Location 3
0.28,July,11kV,8430,6686,C1,Location 3
1.8,July,11kV,379,24,C1,Location 3
0.22,July,LV,168,173,D2,Location 4
0.05,July,11kV,8220,41020,C1,Location 7
0.93,July,11kV,1562,219,C2,Location 1
0.25,July,LV,87,52,D1,Location 7
1.72,July,LV,62,8,D2,Location 6
1.4,July,11kV,355,26,C2,Location 6
0.33,July,11kV,7881,2827,C1,Location 3
0.25,July,11kV,7881,3732,C1,Location 3
3.17,July,11kV,725,16,C1,Location 3
1.52,July,33kV,3088,1162,A1,Location 6
0.3,July,33kV,7405,2757,A1,Location 1
0.52,July,33kV,3088,3396,A1,Location 6
0.75,July,11kV,140,27,C1,Location 7
0.57,July,33kV,25767,6077,A1,Location 1
0.18,July,11kV,8206,6356,C1,Location 1
1.47,July,11kV,2007,152,C1,Location 1
0.2,July,11kV,5047,5140,C1,Location 2
0.38,July,LV,251,168,D1,Location 2
0.38,July,LV,84,32,D2,Location 4
0.17,July,LV,166,165,D1,Location 7
0.35,July,33kV,20894,21637,A1,Location 5
0.32,July,11kV,2490,2231,C1,Location 6
0.83,July,LV,252,54,D2,Location 2
0.08,July,LV,102,375,D2,Location 6
0.03,July,11kV,2697,38167,C2,Location 5
0.58,July,11kV,370,212,C1,Location 1
0.33,July,11kV,5867,2945,C1,Location 2
1.33,July,LV,54,3,D2,Location 6
0.33,July,LV,156,248,D2,Location 4
0.25,July,11kV,5867,3888,C1,Location 2
0.55,July,11kV,5867,1767,C1,Location 2
0.37,July,33kV,24039,10622,A1,Location 1
0.53,July,33kV,7405,1560,A1,Location 1
0.53,July,33kV,8731,3415,A1,Location 1
0.37,July,33kV,12368,9743,A1,Location 1
0.07,July,11kV,5584,10100,C1,Location 1
0.63,July,11kV,873,173,C1,Location 1
0.03,July,11kV,5584,23567,C1,Location 1
0.73,July,11kV,873,149,C1,Location 1
0.45,July,11kV,354,93,C1,Location 1
0.25,July,11kV,873,436,C1,Location 1
1.88,July,11kV,354,22,C1,Location 1
0.42,July,11kV,297,119,C1,Location 6
0.05,July,11kV,4217,14060,C1,Location 2
0.18,July,33kV,1265,1744,A1,Location 7
0.1,July,11kV,4023,6620,C1,Location 1
0.23,July,33kV,20894,32926,A1,Location 5
0.02,July,33kV,16388,310700,A1,Location 7
0.07,July,11kV,5338,22800,C1,Location 1
0.53,July,11kV,8835,3723,C1,Location 3
0.48,July,LV,74,19,D1,Location 2
0.03,July,11kV,5047,34267,C1,Location 2
1.25,July,LV,68,5,D2,Location 6
0.5,July,LV,71,14,D2,Location 6
1.9,July,LV,65,3,D2,Location 7
0.7,July,11kV,4454,1690,C2,Location 6
0.25,July,LV,56,20,D1,Location 6
0.5,July,LV,73,16,D1,Location 4
0.83,July,33kV,12368,4343,A1,Location 1
0.5,July,LV,70,16,D2,Location 2
0.25,July,11kV,6017,2672,C1,Location 3
0.25,July,11kV,248,80,C1,Location 3
0.28,July,11kV,7999,7036,C1,Location 2
0.55,July,11kV,675,1784,C1,Location 6
0.25,July,LV,1,416,D1,Location 7
0.83,July,11kV,731,107,C1,Location 6
0.5,July,11kV,4194,2570,C1,Location 1
0.12,July,11kV,1421,6717,C1,Location 1
0.1,July,11kV,2773,4790,C1,Location 1
0.43,July,11kV,1769,749,C1,Location 1
0.32,July,11kV,2941,1009,C1,Location 3
0.37,July,11kV,5424,4784,C1,Location 7
1.22,July,11kV,1797,878,C1,Location 7
0.3,July,11kV,565,1417,C1,Location 3
1.92,July,11kV,2,598,B3,Location 3
0.25,July,LV,1,216,D1,Location 2
2.25,July,33kV,19667,1833,A1,Location 6
0.37,July,11kV,7405,2235,C1,Location 1
2.17,July,11kV,1967,115,C2,Location 1
0.27,July,11kV,2117,1526,C2,Location 7
0.5,July,LV,194,52,D1,Location 3
0.4,July,11kV,1,1993,C1,Location 3
0.83,July,11kV,7405,996,B1,Location 1
0.73,July,11kV,2472,1378,B1,Location 4
0.73,July,11kV,2542,1267,B1,Location 4
0.73,July,11kV,4072,1105,B1,Location 4
0.73,July,11kV,3876,1103,B1,Location 4
0.73,July,11kV,3803,2610,B1,Location 4
3.48,July,11kV,3803,547,C1,Location 4
0.02,July,11kV,3568,30050,C1,Location 2
0.58,July,11kV,264,59,C1,Location 2
0.55,July,11kV,2545,3084,C2,Location 4
0.75,July,LV,1,15,D1,Location 7
1.63,July,11kV,4426,1047,C1,Location 7
6.95,July,11kV,184,158,C2,Location 7
0.5,July,11kV,936,676,C1,Location 3
0.05,July,33kV,17384,73840,A1,Location 6
0.05,July,33kV,21222,108160,A1,Location 6
0.08,July,33kV,21944,80663,A1,Location 7
0.07,July,33kV,30851,63114,A1,Location 3
0.5,July,LV,177,62,D2,Location 4
0.47,July,11kV,8227,4106,B1,Location 5
0.48,July,11kV,4291,4806,B1,Location 7
0.5,July,11kV,4185,3534,B1,Location 7
0.42,July,11kV,1557,1698,B1,Location 7
0.3,July,11kV,5420,1987,C2,Location 3
0.42,July,11kV,10,267,C1,Location 7
0.25,July,33kV,7405,3308,A1,Location 1
0.47,July,11kV,4023,1409,B3,Location 1
0.02,July,33kV,24039,196500,A1,Location 1
0.33,July,11kV,8296,2773,B1,Location 1
0.02,July,33kV,7013,160950,A1,Location 2
2.58,July,LV,59,2,D2,Location 1
0.9,July,LV,76,10,D2,Location 4
1.57,July,LV,76,6,D2,Location 4
1.72,July,LV,141,19,D1,Location 7
0.03,July,11kV,4898,58067,B1,Location 7
0.03,July,11kV,5424,59000,B1,Location 7
0.23,July,11kV,5775,4570,C1,Location 7
0.03,July,11kV,5349,28900,B1,Location 7
0.15,July,11kV,5775,7007,C1,Location 7
0.33,July,11kV,5775,3185,C1,Location 7
0.08,July,11kV,2982,6338,C1,Location 7
0.07,July,33kV,7537,45229,A1,Location 3
0.53,July,LV,67,11,D2,Location 2
0.08,July,33kV,12522,33925,A1,Location 3
0.08,July,33kV,7537,39575,A1,Location 3
0.07,July,11kV,1386,29629,C1,Location 2
0.12,July,33kV,21944,53775,A1,Location 7
0.08,July,11kV,269,300,C1,Location 3
0.33,July,LV,181,152,D1,Location 1
0.25,July,11kV,896,844,C1,Location 5
0.5,July,11kV,355,74,C1,Location 6
0.25,July,11kV,4217,2812,C1,Location 2
1.27,July,11kV,377,36,C1,Location 2
0.83,July,11kV,655,102,C1,Location 7
1.83,July,LV,77,5,D2,Location 2
0.07,July,LV,48,43,D2,Location 6
0.32,July,11kV,428,188,C1,Location 6
0.45,July,11kV,3946,1353,C1,Location 2
0.42,July,11kV,428,143,C1,Location 6
0.28,July,11kV,3605,5321,C1,Location 6
4.43,July,11kV,1199,100,C1,Location 6
1,July,11kV,692,92,C1,Location 3
0.25,July,LV,69,24,D1,Location 6
0.42,July,LV,456,133,D2,Location 1
0.37,July,11kV,1842,2892,C1,Location 3
0.83,July,LV,45,4,D2,Location 6
1.38,July,11kV,1842,775,C1,Location 3
0.13,July,11kV,1841,2100,C1,Location 3
0.02,July,11kV,5047,51400,C1,Location 2
1.58,July,LV,45,2,D2,Location 6
0.33,July,LV,116,36,D1,Location 2
0.42,July,LV,126,67,D2,Location 6
0.67,July,LV,64,7,D2,Location 6
0.03,July,33kV,7934,288600,A1,Location 6
0.18,July,11kV,2427,10078,B1,Location 3
0.18,July,11kV,4315,6844,B1,Location 3
0.52,July,11kV,795,231,C1,Location 3
0.83,July,11kV,195,64,C1,Location 2
0.75,July,LV,58,5,D1,Location 6
0.67,July,LV,58,6,D1,Location 6
0.03,July,11kV,1386,69133,C1,Location 2
0.08,July,33kV,24039,49125,A1,Location 1
0.38,July,11kV,7330,3545,C1,Location 3
0.42,July,11kV,560,226,C1,Location 6
1,July,11kV,5510,2020,C1,Location 7
0.33,July,LV,76,24,D1,Location 2
1.42,July,33kV,20894,5333,A1,Location 5
0.67,July,LV,410,106,D2,Location 5
0.2,July,LV,69,30,D1,Location 2
2,July,LV,69,4,D1,Location 5
0.58,July,11kV,3759,947,C1,Location 3
0.4,July,11kV,1842,2675,C1,Location 3
0.52,July,11kV,4217,1352,C1,Location 2
0.25,July,11kV,1842,4280,C1,Location 3
0.42,July,11kV,1879,421,C1,Location 3
0.05,July,11kV,4194,25700,C1,Location 1
0.42,July,11kV,211,69,C1,Location 5
0.07,July,33kV,24039,56143,A1,Location 1
0.45,July,11kV,3741,2604,B1,Location 1
0.45,July,11kV,4023,1471,B1,Location 1
0.15,July,11kV,865,2733,C1,Location 2
0.12,July,11kV,865,3417,C1,Location 2
0.58,July,LV,254,102,D2,Location 1
0.2,July,11kV,3899,2700,C1,Location 6
0.5,July,LV,66,12,D1,Location 6
0.03,July,33kV,7013,107300,A1,Location 2
0.03,July,33kV,16162,132067,A1,Location 2
0.42,July,11kV,873,260,C1,Location 1
0.03,July,11kV,1386,69133,C1,Location 2
0.25,July,11kV,1265,1256,C1,Location 7
0.87,July,11kV,3031,2059,B1,Location 5
0.12,July,11kV,905,7117,B1,Location 5
0.42,July,11kV,473,1019,B1,Location 5
0.92,July,11kV,0,0,B1,Location 5
0.43,July,11kV,187,544,B1,Location 5
0.5,July,LV,48,8,D2,Location 3
0.47,July,11kV,1671,1064,C2,Location 4
5.65,July,11kV,239,13,C2,Location 4
0.27,July,11kV,4217,2604,C1,Location 2
0.07,July,33kV,12368,51500,A1,Location 1
0.25,July,33kV,8731,7240,A1,Location 1
0.25,July,33kV,7405,3308,A1,Location 1
1.35,July,11kV,1671,370,C2,Location 4
0.4,July,11kV,2039,695,C1,Location 2
0.58,July,LV,171,116,D2,Location 4
0.02,July,33kV,20894,378650,A1,Location 5
0.02,July,33kV,20894,378650,A1,Location 5
0.02,July,33kV,20894,378650,A1,Location 5
0.02,July,33kV,20894,378650,A1,Location 5
0.02,July,33kV,17794,298350,A1,Location 4
0.02,July,33kV,17794,298350,A1,Location 4
0.02,July,33kV,17794,298350,A1,Location 4
0.02,July,33kV,17794,298350,A1,Location 4
0.02,July,33kV,17794,298350,A1,Location 4
0.02,July,33kV,17794,298350,A1,Location 4
0.02,July,33kV,17794,298350,A1,Location 4
0.02,July,33kV,17794,298350,A1,Location 4
0.02,July,33kV,17794,298350,A1,Location 4
0.02,July,33kV,17794,298350,A1,Location 4
0.02,July,33kV,17794,298350,A1,Location 4
0.02,July,33kV,19434,224350,A1,Location 4
0.02,July,33kV,19434,224350,A1,Location 4
1,July,11kV,6176,1377,B4,Location 2
0.02,July,33kV,7013,160950,A1,Location 2
0.02,July,33kV,7013,160950,A1,Location 2
0.02,July,33kV,7013,160950,A1,Location 2
0.02,July,33kV,7013,160950,A1,Location 2
0.02,July,33kV,7013,160950,A1,Location 2
0.02,July,33kV,7013,160950,A1,Location 2
0.02,July,33kV,7013,160950,A1,Location 2
0.03,July,11kV,5047,34267,C1,Location 2
0.02,July,11kV,1386,103700,C1,Location 2
0.02,July,33kV,11480,194500,A1,Location 2
0.02,July,11kV,3568,30050,C1,Location 2
0.02,July,11kV,3568,30050,C1,Location 2
0.02,July,11kV,3568,30050,C1,Location 2
0.02,July,11kV,3568,30050,C1,Location 2
0.02,July,11kV,3568,30050,C1,Location 2
0.02,July,11kV,3568,30050,C1,Location 2
0.1,July,11kV,1736,19120,C1,Location 2
0.02,July,11kV,1736,95600,C1,Location 2
0.03,July,33kV,16162,132067,A1,Location 2
0.5,July,11kV,5867,1944,C1,Location 2
0.02,July,11kV,8220,102550,C1,Location 7
0.02,July,11kV,8220,102550,C1,Location 7
0.02,July,11kV,8220,102550,C1,Location 7
0.02,July,11kV,8220,102550,C1,Location 7
0.02,July,11kV,8220,102550,C1,Location 7
0.02,July,11kV,4797,47400,C1,Location 7
0.02,July,11kV,4797,47400,C1,Location 7
0.02,July,11kV,2573,72850,C1,Location 7
0.02,July,11kV,675,49050,C1,Location 6
0.02,July,11kV,1302,34900,C1,Location 6
0.02,July,11kV,2490,35700,C1,Location 6
0.02,July,11kV,4147,37000,C1,Location 6
0.02,July,11kV,4147,37000,C1,Location 6
0.02,July,33kV,19667,206200,A1,Location 6
0.02,July,33kV,19667,206200,A1,Location 6
0.02,July,33kV,19667,206200,A1,Location 6
0.02,July,33kV,19667,206200,A1,Location 6
0.05,July,33kV,19667,82480,A1,Location 6
0.02,July,33kV,19667,206200,A1,Location 6
0.02,July,33kV,19667,206200,A1,Location 6
0.03,July,33kV,19667,137467,A1,Location 6
0.02,July,11kV,4454,59150,C1,Location 6
0.07,July,11kV,4454,16900,C1,Location 6
0.02,July,11kV,6326,59950,C1,Location 6
0.02,July,11kV,6326,59950,C1,Location 6
0.02,July,11kV,7894,79400,C1,Location 6
0.02,July,11kV,7894,79400,C1,Location 6
0.02,July,11kV,7894,79400,C1,Location 6
1.58,July,11kV,953,121,B3,Location 6
0.02,July,11kV,6772,64900,C1,Location 6
0.02,July,11kV,6772,64900,C1,Location 6
0.02,July,11kV,6772,64900,C1,Location 6
0.02,July,11kV,619,5750,C1,Location 6
0.02,July,11kV,619,5750,C1,Location 6
0.02,July,11kV,619,5750,C1,Location 6
0.02,July,11kV,619,5750,C1,Location 6
0.02,July,33kV,21222,270400,A1,Location 6
0.02,July,33kV,21222,270400,A1,Location 6
0.02,July,33kV,21222,270400,A1,Location 6
0.02,July,11kV,4522,59650,C1,Location 6
0.02,July,11kV,4522,59650,C1,Location 6
0.02,July,11kV,4522,59650,C1,Location 6
0.02,July,11kV,4522,59650,C1,Location 6
0.02,July,11kV,4522,59650,C1,Location 6
0.02,July,11kV,4522,59650,C1,Location 6
0.02,July,11kV,8191,64600,C1,Location 6
0.02,July,11kV,8191,64600,C1,Location 6
0.02,July,11kV,3605,74500,C1,Location 6
0.02,July,11kV,3605,74500,C1,Location 6
0.02,July,11kV,3605,74500,C1,Location 6
0.02,July,11kV,3605,74500,C1,Location 6
0.02,July,33kV,11794,165450,A1,Location 4
0.02,July,33kV,11794,165450,A1,Location 4
0.05,July,33kV,11794,66180,A1,Location 4
0.02,July,33kV,11794,165450,A1,Location 4
0.03,July,33kV,7934,288600,A1,Location 6
0.03,July,33kV,17021,153600,A1,Location 6
0.02,July,33kV,17021,230400,A1,Location 6
0.02,July,33kV,17021,230400,A1,Location 6
0.02,July,33kV,17021,230400,A1,Location 6
0.02,July,33kV,19667,206200,A1,Location 6
0.05,July,33kV,12522,54280,A1,Location 3
0.02,July,33kV,12522,135700,A1,Location 3
0.02,July,33kV,12522,135700,A1,Location 3
0.03,July,33kV,12522,90467,A1,Location 3
0.03,July,33kV,12522,90467,A1,Location 3
0.08,July,33kV,14116,54475,A1,Location 3
0.02,July,33kV,9404,126700,A1,Location 3
0.57,July,33kV,9404,4446,A1,Location 3
0.17,July,33kV,9404,14906,A1,Location 3
0.02,July,33kV,9404,126700,A1,Location 3
0.02,July,33kV,9404,126700,A1,Location 3
0.02,July,33kV,9404,126700,A1,Location 3
0.08,July,33kV,9404,31675,A1,Location 3
0.07,July,33kV,9404,36200,A1,Location 3
0.03,July,33kV,9404,84467,A1,Location 3
0.03,July,33kV,9404,84467,A1,Location 3
0.08,July,33kV,9404,31675,A1,Location 3
6.08,July,33kV,9404,417,A1,Location 3
0.03,July,33kV,9404,84467,A1,Location 3
0.02,July,33kV,9404,126700,A1,Location 3
0.02,July,33kV,7537,158300,A1,Location 3
0.02,July,33kV,7537,158300,A1,Location 3
0.02,July,33kV,7537,158300,A1,Location 3
0.05,July,33kV,7537,63320,A1,Location 3
0.18,July,33kV,30851,24544,A1,Location 3
0.03,July,33kV,30851,147267,A1,Location 3
0.03,July,33kV,30851,147267,A1,Location 3
0.02,July,33kV,7405,41350,A1,Location 1
0.02,July,33kV,7405,41350,A1,Location 1
0.02,July,33kV,7405,41350,A1,Location 1
0.02,July,33kV,7405,41350,A1,Location 1
0.02,July,33kV,7405,41350,A1,Location 1
0.02,July,33kV,8731,90500,A1,Location 1
0.02,July,33kV,8731,90500,A1,Location 1
0.02,July,33kV,8731,90500,A1,Location 1
0.02,July,33kV,8731,90500,A1,Location 1
0.02,July,33kV,8731,90500,A1,Location 1
0.02,July,33kV,25767,173200,A1,Location 1
0.02,July,33kV,24039,196500,A1,Location 1
0.02,July,33kV,24039,196500,A1,Location 1
0.02,July,33kV,24039,196500,A1,Location 1
0.03,July,33kV,24039,131000,A1,Location 1
0.02,July,33kV,24039,196500,A1,Location 1
0.02,July,33kV,12368,180250,A1,Location 1
0.02,July,33kV,12368,180250,A1,Location 1
0.02,July,33kV,12368,180250,A1,Location 1
0.02,July,33kV,12368,180250,A1,Location 1
0.02,July,33kV,12368,180250,A1,Location 1
0.02,July,33kV,12368,180250,A1,Location 1
0.02,July,33kV,12368,180250,A1,Location 1
0.02,July,33kV,5733,92000,A1,Location 2
0.02,July,33kV,5733,92000,A1,Location 2
0.02,July,33kV,5733,92000,A1,Location 2
0.02,July,33kV,5733,92000,A1,Location 2
0.02,July,33kV,5733,92000,A1,Location 2
0.02,July,33kV,5733,92000,A1,Location 2
0.02,July,33kV,5733,92000,A1,Location 2
0.02,July,33kV,5733,92000,A1,Location 2
0.02,July,33kV,5733,92000,A1,Location 2
0.02,July,33kV,5733,92000,A1,Location 2
0.05,July,33kV,16388,124280,A1,Location 7
0.02,July,33kV,16388,310700,A1,Location 7
0.03,July,33kV,16388,207133,A1,Location 7
0.02,July,33kV,16388,310700,A1,Location 7
0.02,July,33kV,21944,322650,A1,Location 7
0.02,July,33kV,21944,322650,A1,Location 7
0.02,July,33kV,21944,322650,A1,Location 7
0.02,July,33kV,21944,322650,A1,Location 7
0.02,July,33kV,21944,322650,A1,Location 7
0.02,July,33kV,21944,322650,A1,Location 7
0.02,July,33kV,23006,290800,A1,Location 7
0.1,August,33kV,25209,86070,A1,Location 5
0.12,August,33kV,11480,32417,A1,Location 2
0.5,August,LV,68,12,D2,Location 7
0.83,August,LV,339,71,D1,Location 1
0.03,August,33kV,17021,150267,A1,Location 6
0.5,August,11kV,6128,2330,C1,Location 5
2.48,August,11kV,894,31,C2,Location 1
0.4,August,LV,68,18,D2,Location 6
0.75,August,11kV,698,105,C1,Location 6
1.08,August,11kV,928,72,C1,Location 1
0.32,August,11kV,230,75,C1,Location 1
0.32,August,11kV,7405,2584,B1,Location 1
0.52,August,LV,53,35,D2,Location 5
3.3,August,LV,243,22,D1,Location 7
0.5,August,LV,82,24,D1,Location 4
0.58,August,LV,77,19,D1,Location 4
1.13,August,11kV,7405,732,B1,Location 1
1,August,11kV,230,24,C1,Location 1
0.92,August,11kV,6350,4226,C1,Location 7
0.02,August,11kV,2117,20600,C1,Location 7
0.15,August,33kV,30851,29453,A1,Location 3
0.02,August,33kV,25209,430350,A1,Location 5
0.02,August,33kV,30851,220900,A1,Location 3
0.02,August,11kV,4634,54450,C1,Location 1
1.33,August,11kV,495,44,C1,Location 1
0.42,August,11kV,8121,2269,C1,Location 1
1.03,August,11kV,5696,598,C1,Location 1
10.42,August,11kV,495,6,C1,Location 1
0.87,August,11kV,898,93,C1,Location 1
0.05,August,11kV,8121,19060,C1,Location 1
2.92,August,11kV,898,28,C1,Location 1
0.37,August,33kV,25209,23262,A1,Location 5
0.53,August,11kV,5429,3747,B1,Location 5
0.22,August,11kV,1746,3141,B1,Location 5
0.35,August,11kV,5867,2777,C1,Location 2
0.3,August,11kV,5867,3240,C1,Location 2
0.42,August,LV,1,29,D1,Location 2
0.33,August,11kV,238,67,C1,Location 1
1.15,August,11kV,7894,1381,C1,Location 6
0.78,August,11kV,2499,724,C1,Location 6
0.42,August,LV,216,67,D1,Location 1
0.03,August,33kV,21944,215100,A1,Location 7
0.1,August,33kV,25767,34640,A1,Location 1
0.2,August,33kV,22996,63480,A1,Location 4
0.18,August,33kV,25209,47817,A1,Location 5
0.18,August,33kV,17794,33150,A1,Location 4
0.28,August,33kV,14116,15564,A1,Location 3
0.27,August,33kV,30851,16363,A1,Location 3
0.27,August,33kV,7537,11726,A1,Location 3
0.28,August,33kV,7537,11307,A1,Location 3
0.05,August,33kV,21944,129060,A1,Location 7
0.92,August,11kV,7405,899,B1,Location 1
0.5,August,11kV,126,24,C1,Location 3
0.33,August,LV,73,36,D1,Location 6
0.35,August,LV,244,114,D2,Location 6
0.33,August,11kV,3851,2494,C1,Location 4
0.7,August,11kV,456,129,C2,Location 2
0.5,August,LV,363,166,D1,Location 2
0.58,August,11kV,2427,3128,C1,Location 3
0.23,August,11kV,5047,4470,C1,Location 2
0.5,August,11kV,1585,1800,C1,Location 4
0.25,August,11kV,1399,892,C2,Location 1
0.4,August,11kV,7204,4223,C2,Location 7
0.5,August,11kV,2276,782,C1,Location 7
0.02,August,33kV,19434,224350,A1,Location 4
0.73,August,11kV,5412,1655,C1,Location 4
0.02,August,33kV,19434,224350,A1,Location 4
0.05,August,11kV,4088,15440,C1,Location 4
17.73,August,11kV,0,0,C1,Location 4
0.1,August,11kV,3227,8830,B4,Location 2
0.07,August,33kV,23006,83086,A1,Location 7
0.83,August,11kV,5775,1266,C1,Location 7
0.33,August,11kV,853,315,C1,Location 6
0.58,August,LV,73,17,D1,Location 3
0.08,August,33kV,21944,80663,A1,Location 7
0.08,August,33kV,30851,55225,A1,Location 3
0.42,August,LV,72,21,D1,Location 1
9.33,August,LV,32,0,D2,Location 7
0.33,August,11kV,8835,5979,C1,Location 3
0.8,August,11kV,4472,718,C1,Location 6
3.23,August,33kV,7013,997,A1,Location 2
0.03,August,33kV,25209,286900,A1,Location 5
5.35,August,33kV,11945,609,A1,Location 2
0.23,August,33kV,22996,55200,A1,Location 4
1.48,August,33kV,19434,3032,A1,Location 4
0.28,August,33kV,25767,12371,A1,Location 1
0.2,August,33kV,30851,22090,A1,Location 3
0.2,August,33kV,9404,12670,A1,Location 3
0.08,August,33kV,21944,80663,A1,Location 7
0.08,August,33kV,7013,40238,A1,Location 2
0.2,August,33kV,22996,63480,A1,Location 4
0.08,August,33kV,16162,49525,A1,Location 2
0.6,August,11kV,853,173,C1,Location 6
2.75,August,LV,72,3,D1,Location 4
0.18,August,33kV,7013,17883,A1,Location 2
0.25,August,33kV,16162,15848,A1,Location 2
0.58,August,LV,364,81,D1,Location 1
0.52,August,LV,350,113,D2,Location 7
0.33,August,LV,262,118,D1,Location 3
0.03,August,33kV,16162,132067,A1,Location 2
0.02,August,33kV,7013,160950,A1,Location 2
0.53,August,11kV,1265,592,C1,Location 7
1.67,August,LV,71,6,D1,Location 3
0.38,August,33kV,21944,16982,A1,Location 7
0.25,August,11kV,1879,708,C1,Location 3
0.35,August,11kV,5628,4434,B1,Location 4
0.35,August,11kV,3560,2469,B1,Location 4
0.35,August,11kV,6208,4751,B1,Location 4
0.17,August,LV,69,47,D1,Location 1
0.02,August,33kV,21944,322650,A1,Location 7
0.5,August,11kV,1669,3122,C1,Location 3
0.92,August,33kV,11480,4228,A1,Location 2
0.07,August,33kV,8545,37457,A1,Location 7
0.03,August,33kV,11794,110300,A1,Location 4
0.65,August,33kV,2621,877,A1,Location 3
0.33,August,11kV,176,494,C1,Location 1
0.02,August,33kV,22996,634800,A1,Location 4
0.28,August,33kV,13056,14246,A1,Location 7
0.28,August,33kV,23006,20771,A1,Location 7
0.4,August,33kV,2659,1505,A1,Location 7
0.57,August,33kV,8888,4323,A1,Location 7
0.25,August,LV,252,428,D1,Location 2
0.42,August,LV,413,250,D1,Location 4
0.33,August,LV,82,27,D2,Location 6
0.52,August,11kV,1585,1731,C1,Location 4
0.12,August,11kV,1042,4675,C1,Location 4
0.4,August,11kV,764,1083,C1,Location 4
0.07,August,11kV,207,843,C1,Location 4
0.75,August,11kV,113,84,C1,Location 1
0.02,August,11kV,7932,74450,C1,Location 3
5.02,August,11kV,565,85,C2,Location 3
2.45,August,LV,65,2,D2,Location 3
0.25,August,11kV,691,312,C1,Location 5
0.07,August,11kV,2621,8143,B3,Location 3
0.5,August,11kV,1,24,C1,Location 1
1.72,August,11kV,7405,481,C1,Location 1
0.37,August,11kV,1157,395,C1,Location 1
0.17,August,33kV,8731,10647,A1,Location 1
0.17,August,33kV,7405,4865,A1,Location 1
0.08,August,33kV,24039,49125,A1,Location 1
0.47,August,11kV,1585,1915,C2,Location 4
0.28,August,11kV,1042,2004,C2,Location 4
0.5,August,LV,217,44,D1,Location 1
0.18,August,LV,120,117,D1,Location 6
0.58,August,LV,71,16,D1,Location 5
0.67,August,LV,245,72,D1,Location 4
0.52,August,LV,155,135,D2,Location 5
1.03,August,33kV,25767,3363,A1,Location 1
0.27,August,33kV,25209,31878,A1,Location 5
1.08,August,33kV,14116,4035,A1,Location 3
1,August,33kV,30851,4418,A1,Location 3
1,August,33kV,9404,2534,A1,Location 3
1.07,August,33kV,16994,3073,A1,Location 3
1.07,August,33kV,7537,2959,A1,Location 3
1.03,August,33kV,17384,3584,A1,Location 6
1.08,August,33kV,16750,4476,A1,Location 6
0.9,August,33kV,17021,5009,A1,Location 6
0.18,August,33kV,11480,21611,A1,Location 2
0.37,August,11kV,11896,6476,C1,Location 3
0.33,August,11kV,4171,3485,C1,Location 3
0.1,August,11kV,3336,5140,C1,Location 1
0.33,August,11kV,4171,3485,C1,Location 3
0.4,August,11kV,1543,450,C2,Location 6
1.52,August,11kV,306,28,C1,Location 7
0.37,August,11kV,2302,1054,C1,Location 5
0.18,August,11kV,12054,13650,C1,Location 5
0.02,August,11kV,6679,56300,C1,Location 5
0.83,August,LV,68,6,D2,Location 2
0.03,August,11kV,6679,37533,C1,Location 5
0.13,August,11kV,2302,3000,C1,Location 5
0.13,August,11kV,2963,3492,C1,Location 5
0.17,August,11kV,2302,2294,C1,Location 5
2.13,August,11kV,2302,183,C1,Location 5
0.58,August,11kV,2963,783,C1,Location 5
0.63,August,11kV,1265,498,C1,Location 7
0.27,August,11kV,103,107,C1,Location 7
0.58,August,LV,125,16,D1,Location 3
